"COLEGIUL ""MIHAI VITEAZUL"" INEU",./SpecPerLic.aspx?jud=3&Lic=11296599,Teoretica,Real,Ştiinţe ale Naturii,6.94
COLEGIUL ECONOMIC ARAD,./SpecPerLic.aspx?jud=3&Lic=11296515,Tehnologica,Servicii,Economic,6.81
COLEGIUL ECONOMIC ARAD,./SpecPerLic.aspx?jud=3&Lic=11296515,Tehnologica,Servicii,Turism şi alimentaţie,7.09
"COLEGIUL NAŢIONAL ""ELENA GHIBA BIRTA"" ARAD",./SpecPerLic.aspx?jud=3&Lic=11296516,Teoretica,Umanist,Filologie,7.48
"COLEGIUL NAŢIONAL ""ELENA GHIBA BIRTA"" ARAD",./SpecPerLic.aspx?jud=3&Lic=11296516,Teoretica,Umanist,Filologie,7.65
"COLEGIUL NAŢIONAL ""ELENA GHIBA BIRTA"" ARAD",./SpecPerLic.aspx?jud=3&Lic=11296516,Teoretica,Real,Matematică-Informatică,7.3
"COLEGIUL NAŢIONAL ""ELENA GHIBA BIRTA"" ARAD",./SpecPerLic.aspx?jud=3&Lic=11296516,Teoretica,Real,Ştiinţe ale Naturii,7.53
"COLEGIUL NAŢIONAL ""MOISE NICOARĂ"" ARAD",./SpecPerLic.aspx?jud=3&Lic=11296503,Teoretica,Umanist,Filologie,8.24
"COLEGIUL NAŢIONAL ""MOISE NICOARĂ"" ARAD",./SpecPerLic.aspx?jud=3&Lic=11296503,Teoretica,Real,Matematică-Informatică,8.92
"COLEGIUL NAŢIONAL ""MOISE NICOARĂ"" ARAD",./SpecPerLic.aspx?jud=3&Lic=11296503,Teoretica,Real,Ştiinţe ale Naturii,8.65
"COLEGIUL NAŢIONAL ""MOISE NICOARĂ"" ARAD",./SpecPerLic.aspx?jud=3&Lic=11296503,Teoretica,Real,Ştiinţe ale Naturii,9.12
